BioSample	Experiment	MBases	MBytes	Run	SRA_Sample	Sample_Name	age	Assay_Type	AvgSpotLen	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	LoadDate	Organism	Platform	ReleaseDate	SRA_Study	cell_type	genotype
SAMN07221465	SRX2910420	19	16	SRR5674858	SRS2277003	GSM2664912	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221464	SRX2910421	20	16	SRR5674859	SRS2277006	GSM2664913	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221463	SRX2910422	27	21	SRR5674860	SRS2277002	GSM2664914	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221462	SRX2910423	24	19	SRR5674861	SRS2277004	GSM2664915	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221461	SRX2910424	26	21	SRR5674862	SRS2277005	GSM2664916	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221460	SRX2910425	22	18	SRR5674863	SRS2277007	GSM2664917	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221915	SRX2910426	14	12	SRR5674864	SRS2277008	GSM2664918	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221914	SRX2910427	25	20	SRR5674865	SRS2277009	GSM2664919	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221913	SRX2910428	20	16	SRR5674866	SRS2277010	GSM2664920	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221912	SRX2910429	23	19	SRR5674867	SRS2277012	GSM2664921	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221911	SRX2910430	23	18	SRR5674868	SRS2277011	GSM2664922	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221910	SRX2910431	29	24	SRR5674869	SRS2277013	GSM2664923	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221909	SRX2910432	26	21	SRR5674870	SRS2277014	GSM2664924	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221908	SRX2910433	26	21	SRR5674871	SRS2277015	GSM2664925	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221907	SRX2910434	17	14	SRR5674872	SRS2277017	GSM2664926	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221906	SRX2910435	25	20	SRR5674873	SRS2277016	GSM2664927	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221905	SRX2910436	18	14	SRR5674874	SRS2277018	GSM2664928	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221904	SRX2910437	25	20	SRR5674875	SRS2277020	GSM2664929	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221903	SRX2910438	22	18	SRR5674876	SRS2277019	GSM2664930	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221902	SRX2910439	22	18	SRR5674877	SRS2277021	GSM2664931	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221901	SRX2910440	20	16	SRR5674878	SRS2277025	GSM2664932	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221900	SRX2910441	23	18	SRR5674879	SRS2277022	GSM2664933	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221899	SRX2910442	24	19	SRR5674880	SRS2277024	GSM2664934	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221898	SRX2910443	19	16	SRR5674881	SRS2277023	GSM2664935	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221897	SRX2910444	27	22	SRR5674882	SRS2277026	GSM2664936	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221896	SRX2910445	14	11	SRR5674883	SRS2277027	GSM2664937	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221895	SRX2910446	25	20	SRR5674884	SRS2277028	GSM2664938	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221894	SRX2910447	10	8	SRR5674885	SRS2277029	GSM2664939	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221893	SRX2910448	26	21	SRR5674886	SRS2277030	GSM2664940	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221892	SRX2910449	13	11	SRR5674887	SRS2277031	GSM2664941	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221891	SRX2910450	18	15	SRR5674888	SRS2277032	GSM2664942	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221890	SRX2910451	23	19	SRR5674889	SRS2277037	GSM2664943	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221889	SRX2910452	22	18	SRR5674890	SRS2277033	GSM2664944	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221888	SRX2910453	22	17	SRR5674891	SRS2277034	GSM2664945	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221887	SRX2910454	25	20	SRR5674892	SRS2277036	GSM2664946	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221886	SRX2910455	28	22	SRR5674893	SRS2277035	GSM2664947	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221519	SRX2910456	28	22	SRR5674894	SRS2277038	GSM2664948	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221513	SRX2910457	17	14	SRR5674895	SRS2277039	GSM2664949	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221512	SRX2910458	21	16	SRR5674896	SRS2277040	GSM2664950	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221511	SRX2910459	21	17	SRR5674897	SRS2277041	GSM2664951	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221518	SRX2910460	26	21	SRR5674898	SRS2277042	GSM2664952	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221517	SRX2910461	24	19	SRR5674899	SRS2277044	GSM2664953	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221516	SRX2910462	16	13	SRR5674900	SRS2277046	GSM2664954	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221515	SRX2910463	30	24	SRR5674901	SRS2277045	GSM2664955	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221514	SRX2910464	22	18	SRR5674902	SRS2277043	GSM2664956	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221510	SRX2910465	23	19	SRR5674903	SRS2277048	GSM2664957	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221509	SRX2910466	30	24	SRR5674904	SRS2277047	GSM2664958	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221508	SRX2910467	30	24	SRR5674905	SRS2277049	GSM2664959	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221507	SRX2910468	24	19	SRR5674906	SRS2277050	GSM2664960	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221506	SRX2910469	22	18	SRR5674907	SRS2277051	GSM2664961	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221505	SRX2910470	24	19	SRR5674908	SRS2277052	GSM2664962	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221504	SRX2910471	28	22	SRR5674909	SRS2277057	GSM2664963	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221503	SRX2910472	27	22	SRR5674910	SRS2277053	GSM2664964	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221502	SRX2910473	23	19	SRR5674911	SRS2277055	GSM2664965	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221501	SRX2910474	22	18	SRR5674912	SRS2277054	GSM2664966	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221500	SRX2910475	27	21	SRR5674913	SRS2277056	GSM2664967	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221499	SRX2910476	19	15	SRR5674914	SRS2277058	GSM2664968	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221498	SRX2910477	25	20	SRR5674915	SRS2277059	GSM2664969	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221497	SRX2910478	22	18	SRR5674916	SRS2277062	GSM2664970	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221496	SRX2910479	30	24	SRR5674917	SRS2277061	GSM2664971	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221495	SRX2910480	28	22	SRR5674918	SRS2277064	GSM2664972	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221494	SRX2910481	27	21	SRR5674919	SRS2277065	GSM2664973	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221493	SRX2910482	19	15	SRR5674920	SRS2277066	GSM2664974	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221492	SRX2910483	24	19	SRR5674921	SRS2277063	GSM2664975	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221491	SRX2910484	21	16	SRR5674922	SRS2277060	GSM2664976	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221490	SRX2910485	24	19	SRR5674923	SRS2277067	GSM2664977	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221852	SRX2910486	16	12	SRR5674924	SRS2277068	GSM2664978	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221851	SRX2910487	21	17	SRR5674925	SRS2277069	GSM2664979	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221850	SRX2910488	20	16	SRR5674926	SRS2277070	GSM2664980	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221849	SRX2910489	22	17	SRR5674927	SRS2277075	GSM2664981	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221855	SRX2910490	22	18	SRR5674928	SRS2277072	GSM2664982	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221854	SRX2910491	24	20	SRR5674929	SRS2277073	GSM2664983	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221853	SRX2910492	24	19	SRR5674930	SRS2277074	GSM2664984	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221848	SRX2910493	22	17	SRR5674931	SRS2277071	GSM2664985	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221847	SRX2910494	22	18	SRR5674932	SRS2277076	GSM2664986	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221846	SRX2910495	19	15	SRR5674933	SRS2277077	GSM2664987	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
